perl-html-parser (3.78-1)
perl-http-cookies (6.10-2)
perl-http-daemon (6.14-1)
perl-http-negotiate (6.01-9)
perl-net-http (6.22-1)
perl-try-tiny (0.31-1)
perl-www-robotrules (6.02-9)
perl-libwww (6.60-1)
perl-xml-parser (2.46-3)
intltool (0.51.0-6)
perl-xml-namespacesupport (1.12-4)
perl-xml-sax-base (1.09-4)
perl-xml-sax (1.02-1)
perl-xml-sax-expat (0.51-7)
perl-xml-simple (2.25-6)
icon-naming-utils (0.8.90-5)
gnome-icon-theme-symbolic (3.12.0-6)
gnome-icon-theme (3.12.0-6)
qt5-wayland (5.15.4+kde+r38-1)
kguiaddons (5.94.0-1)
flameshot (11.0.0-5)
libmd (1.0.4-1)
libbsd (0.11.6-2)
scrot (1.7-1)
shotgun (2.2.1-1)
hacksaw (1.0.4-1)
pv (1.6.20-2)
progress (0.16-1)
fdupes (1:2.1.2-2)
python-pyqt5-sip (12.10.1-1)
python-pyqt5 (5.15.6-7)
primenote-git (r614.1c17dd2-1)
qtermwidget (1.1.0-1)
wmstickynotes (0.7-1)
python-psutil (5.9.0-2)
python-xapp (2.2.1-4)
libxklavier (5.4-3)
libgnomekbd (1:3.26.1+r5+g54da436-1)
xapp (2.2.8-1)
sticky-git (1.8.r20.g19b672f-1)
rxvt-unicode (9.26-2)
xorg-xlsfonts (1.0.7-1)
xorg-xfontsel (1.0.6-3)
gtk2fontsel (0.1-7)
python-platformdirs (2.5.0-1)
python-filelock (3.5.0-1)
python-virtualenv (20.11.0-1)
libxml++-docs (3.2.3-1)
gtkmm3-docs (3.24.6-1)
gtksourceviewmm-docs (1:3.18.0-5)
ninja (1.10.2-1)
meson (0.62.1-1)
libsass (3.6.5-2)
sassc (3.6.2-3)
yaru-gtksourceview-theme (22.04.4-1)
python-gobject (3.42.1-1)
zsh (5.9-1)
babl (0.1.90-2)
freeglut (3.2.2-2)
glu (9.0.2-3)
jasper (3.0.3-1)
lensfun (1:0.3.3-1)
exiv2 (0.27.5-3)
libgexiv2 (0.14.0-3)
libraw (0.20.2-2)
imath (3.1.5-1)
openexr (3.1.5-1)
metis (5.1.0.p10-2)
blas (3.10.1-1)
lapack (3.10.1-1)
suitesparse (5.12.0-1)
gegl (0.4.36-3)
libmng (2.0.3-3)
libmypaint (1.6.1-1)
libwmf (0.2.12-2)
mypaint-brushes1 (1.3.1-1)
poppler-data (0.4.11-1)
gimp (2.10.30-3)
neofetch (7.1.0-2)
sdl12-compat (1.2.52-2)
dkms (3.0.3-1)
virtualbox-host-dkms (6.1.34-2)
virtualbox (6.1.34-2)
parted (3.5-1)
gparted (1.4.0-1)
dotnet-host (6.0.2.sdk102-1)
dotnet-runtime (6.0.2.sdk102-1)
netstandard-targeting-pack (6.0.2.sdk102-1)
dotnet-targeting-pack (6.0.2.sdk102-1)
dotnet-sdk (6.0.2.sdk102-1)
dpkg (1.21.7-2)
dotnet-runtime-5.0-bin (5.0.17.sdk408-1)
git-credential-manager-core (2.0.696-2)
python-pyqt5-sip (12.10.1-1)
python-pyqt5 (5.15.6-7)
primenote-git (r614.1c17dd2-1)
geocode-glib (3.26.2+r9+g6047da3-2)
geoclue (2.6.0-2)
redshift (1.12-5)
gpick (0.2.6-4)
etc/systemd/timesyncd.conf installed as /etc/systemd/timesyncd.conf.pacnew
kcolorpicker (0.2.0-1)
gpick (0.2.6-4)
qpdf (10.6.3-1)
liblouis (3.21.0-1)
cups-filters (1.28.15-1)
bc (1.07.1-4)
cups (1:2.4.1-1)
xorg-xinput (1.6.3-3)
imwheel (1.0.0pre12-6)
xmenu (4.5.5-3)
libdvdnav (6.1.1-1)
spacefm (1.0.6-3)
xorg-xwininfo (1.1.5-3)
meld (3.20.4-2)
qt5-location (5.15.4+kde+r2-1)
qt5-sensors (5.15.4+kde+r0-1)
qt5-webchannel (5.15.4+kde+r3-1)
cdparanoia (10.2-8)
libvisual (0.4.0-8)
graphene (1.10.8-1)
gst-plugins-base (1.20.2-1)
qt5-webkit (5.212.0alpha4-14)
notepadqq (1.4.8-6)
qt5-tools (5.15.4+kde+r0-1)
qt5-websockets (5.15.4+kde+r3-1)
qt5-location (5.15.4+kde+r2-1)
qt5-sensors (5.15.4+kde+r0-1)
qt5-webchannel (5.15.4+kde+r3-1)
cdparanoia (10.2-8)
libvisual (0.4.0-8)
graphene (1.10.8-1)
gst-plugins-base (1.20.2-1)
qt5-webkit (5.212.0alpha4-14)
qt5-webengine (5.15.9-3)
notepadqq (1.4.8-6)
python2 (2.7.18-5)
libtommath (1.2.0-3)
libfbclient (4.0.0.2496-1)
libaio (0.3.113-1)
mariadb-libs (10.7.4-1)
unixodbc (2.3.11-1)
postgresql-libs (14.3-1)
freetds (1.3.10-1)
openssl-1.0 (1.0.2.u-1)
qt-inspector-qt5-git (r70.0e538d3-1)
go (2:1.18.2-1)
logo-ls (1.3.7-1)
gruvbox-dark-gtk (1.0.2-1)
libical (3.0.14-3)
bluez (5.64-2)
bluez-utils (5.64-2)
ell (0.50-1)
bluez-utils-compat (5.64-1)
blueman (2.2.4-1)
xorg-server (21.1.3-7)
xorg-util-macros (1.19.3-1)
xorg-server-devel (21.1.3-7)
mtdev (1.1.6-2)
cbatticon (1.6.12-2)
battop (0.2.4-2)
tmux (3.2_a-1)
oh-my-zsh-git (r6612.e9e8c6b54-1)
wavpack (5.4.0-1)
aalib (1.4rc5-14)
libdv (1.0.0-9)
libshout (1:2.4.6-1)
libcaca (0.99.beta20-1)
mpg123 (1.29.3-2)
twolame (0.4.0-2)
gst-plugins-good (1.20.2-1)
openal (1.22.0-1)
qt5-multimedia (5.15.4+kde+r1-1)
vokoscreen (3.2.0-1)
batsignal (1.5.0-1)
powertop (2.14-1)
gparted (1.4.0-1)
ventoy-bin (1.0.75-1)
etcher-bin (1.7.9-1)
polkit-explorer-git (15.fac8d70-3)
xorg-xclock (1.1.1-1)
autoconf-archive (1:2022.02.11-1)
yelp-xsl (42.0-1)
itstool (1:2.0.7-1)
mallard-ducktype (1.0.2-8)
yelp-tools (42.0-1)
gnome-common (3.18.0-4)
libunique (1.1.6-8)
alarm-clock-applet (1.0.1-5)
xstdcmap (1.0.4-1)
hwloc (2.7.1-1)
openmpi (4.1.2-1)
fftw (3.3.10-2)
zram-generator (1.1.2-1)
zram-generator (1.1.2-1)
lsscsi (0.32-1)
